datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min-temp,max-temp,niederschlag,bewoelkung,sonnenstunden
2018.03.29,00:00,23.59,Margareten,950,900,1850,3.0,10.2,0.0,91,1.2
2018.03.30,00:00,23.59,Margareten,590,584,1174,1.7,14.6,0.4,78,5.7
2018.03.31,00:00,23.59,Margareten,422,438,860,3.6,9.2,1.0,99,0.2
2018.03.01,00:00,23.59,Erhardt,405,423,828,-11.3,-3.9,0.0,90,1.8
2018.03.02,00:00,23.59,Erhardt,591,420,1011,-9.3,-2.0,0.2,89,3.3
2018.03.03,00:00,23.59,Erhardt,328,291,619,-5.1,3.3,0.3,90,3.5
2018.03.04,00:00,23.59,Erhardt,701,619,1320,-1.0,9.6,0.1,51,10.3
2018.03.05,00:00,23.59,Erhardt,1182,1130,2312,0.1,8.8,0.0,100,6.0
2018.03.06,00:00,23.59,Erhardt,1207,1113,2320,-0.7,5.2,0.1,96,0.0
2018.03.07,00:00,23.59,Erhardt,1387,1242,2629,3.6,9.4,0.0,96,3.9
2018.03.08,00:00,23.59,Erhardt,1566,1436,3002,3.3,11.5,0.0,78,6.5
2018.03.09,00:00,23.59,Erhardt,1365,1284,2649,3.8,13.0,0.0,98,0.7
2018.03.10,00:00,23.59,Erhardt,821,789,1610,6.4,15.3,1.5,98,0.1
2018.03.11,00:00,23.59,Erhardt,1585,1231,2816,6.0,17.0,0.0,89,2.6
2018.03.12,00:00,23.59,Erhardt,1221,1212,2433,7.2,13.3,0.0,88,4.3
2018.03.13,00:00,23.59,Erhardt,1689,1609,3298,5.4,11.6,0.0,89,5.7
2018.03.14,00:00,23.59,Erhardt,1290,1218,2508,2.4,9.7,1.5,63,4.1
2018.03.15,00:00,23.59,Erhardt,1644,1564,3208,0.4,11.9,2.7,84,4.8
2018.03.16,00:00,23.59,Erhardt,1349,1325,2674,3.8,12.1,0.2,85,3.5
2018.03.17,00:00,23.59,Erhardt,615,594,1209,-0.8,4.7,5.2,99,0.5
2018.03.18,00:00,23.59,Erhardt,290,245,535,-3.7,-0.7,0.0,100,0.0
2018.03.19,00:00,23.59,Erhardt,757,697,1454,-4.8,-2.4,1.4,94,0.0
2018.03.20,00:00,23.59,Erhardt,704,566,1270,-5.8,0.9,1.1,93,4.6
2018.03.21,00:00,23.59,Erhardt,887,774,1661,-2.5,2.1,0.1,78,1.6
2018.03.22,00:00,23.59,Erhardt,1136,1021,2157,-4.7,4.8,1.6,74,6.8
2018.03.23,00:00,23.59,Erhardt,880,815,1695,0.0,5.6,0.2,98,0.1
2018.03.24,00:00,23.59,Erhardt,1192,1038,2230,-0.1,9.8,0.0,63,11.5
2018.03.25,00:00,23.59,Erhardt,1691,1330,3021,-1.2,13.2,0.0,55,11.4
2018.03.26,00:00,23.59,Erhardt,1190,1107,2297,3.6,8.7,1.1,98,0.2
2018.03.27,00:00,23.59,Erhardt,1047,987,2034,2.2,10.1,3.0,89,4.6
2018.03.28,00:00,23.59,Erhardt,981,987,1968,3.7,11.3,6.8,98,1.0
2018.03.29,00:00,23.59,Erhardt,1056,996,2052,3.0,10.2,0.0,91,1.2
2018.03.30,00:00,23.59,Erhardt,986,881,1867,1.7,14.6,0.4,78,5.7
2018.03.31,00:00,23.59,Erhardt,405,470,875,3.6,9.2,1.0,99,0.2
2018.04.01,00:00,23.59,Arnulf,155,21,176,3.6,9,0.9,95,1.3
2018.04.02,00:00,23.59,Arnulf,483,32,515,1.9,16.5,0,73,10
2018.04.03,00:00,23.59,Arnulf,1272,105,1377,10,22.6,0,100,8
2018.04.04,00:00,23.59,Arnulf,1452,108,1560,8.8,23.3,0,85,9.6
2018.04.05,00:00,23.59,Arnulf,1079,92,1171,6,15.5,2.3,65,6.9
2018.04.06,00:00,23.59,Arnulf,1274,100,1374,2.6,14.5,0,48,12.6
2018.04.07,00:00,23.59,Arnulf,970,46,1016,3.4,20.6,0,0,12.8
2018.04.08,00:00,23.59,Arnulf,991,60,1051,4.6,22,0,8,12.1
2018.04.09,00:00,23.59,Arnulf,1734,114,1848,8.5,24,0,91,4.9
2018.04.10,00:00,23.59,Arnulf,1712,101,1813,9.7,19.3,0.3,91,4.6
2018.04.11,00:00,23.59,Arnulf,1717,112,1829,9,19.5,0,73,10.8
2018.04.12,00:00,23.59,Arnulf,1805,111,1916,12.2,24.4,0,86,6.9
2018.04.13,00:00,23.59,Arnulf,1498,102,1600,8.2,19.2,0,93,7.8
2018.04.14,00:00,23.59,Arnulf,1148,46,1194,6.6,20.3,0,66,11.5
2018.04.15,00:00,23.59,Arnulf,975,65,1040,7.7,19.2,0.9,98,3.4
2018.04.16,00:00,23.59,Arnulf,830,72,902,11.5,14.8,2.5,96,0.2
2018.04.17,00:00,23.59,Arnulf,1846,123,1969,9.3,20.6,0,31,10.3
2018.04.18,00:00,23.59,Arnulf,2051,120,2171,7.1,22.5,0,11,13.1
2018.04.19,00:00,23.59,Arnulf,2116,142,2258,8.3,24.6,0,34,13.1
2018.04.20,00:00,23.59,Arnulf,2053,133,2186,8.7,27.7,0,75,13.3
2018.04.21,00:00,23.59,Arnulf,1332,76,1408,10.5,27.2,0,60,13.1
2018.04.22,00:00,23.59,Arnulf,1206,67,1273,10.9,27.6,0,50,12
2018.04.23,00:00,23.59,Arnulf,1620,115,1735,13.3,25,0.2,96,5.3
2018.04.24,00:00,23.59,Arnulf,1975,122,2097,12.5,22.8,0,91,10.2
2018.04.25,00:00,23.59,Arnulf,2132,114,2246,11.9,24.6,1,68,10.7
2018.04.26,00:00,23.59,Arnulf,1284,109,1393,7.4,13.4,0.1,95,1
2018.04.27,00:00,23.59,Arnulf,1820,125,1945,5.3,22,0,75,13.1
2018.04.28,00:00,23.59,Arnulf,1303,64,1367,9.5,24.1,0,26,13.3
2018.04.29,00:00,23.59,Arnulf,1150,69,1219,10.6,27.8,0,69,12.2
2018.04.30,00:00,23.59,Arnulf,1234,77,1311,9.3,19.7,1.5,86,5.4
2018.04.01,00:00,23.59,Kreuther,4,16,20,3.6,9,0.9,95,1.3
2018.04.02,00:00,23.59,Kreuther,61,116,177,1.9,16.5,0,73,10
2018.04.03,00:00,23.59,Kreuther,96,162,258,10,22.6,0,100,8
2018.04.04,00:00,23.59,Kreuther,137,185,322,8.8,23.3,0,85,9.6
2018.04.05,00:00,23.59,Kreuther,84,129,213,6,15.5,2.3,65,6.9
2018.04.06,00:00,23.59,Kreuther,92,163,255,2.6,14.5,0,48,12.6
2018.04.07,00:00,23.59,Kreuther,77,175,252,3.4,20.6,0,0,12.8
2018.04.08,00:00,23.59,Kreuther,113,217,330,4.6,22,0,8,12.1
2018.04.09,00:00,23.59,Kreuther,153,262,415,8.5,24,0,91,4.9
2018.04.10,00:00,23.59,Kreuther,158,246,404,9.7,19.3,0.3,91,4.6
2018.04.11,00:00,23.59,Kreuther,171,272,443,9,19.5,0,73,10.8
2018.04.12,00:00,23.59,Kreuther,171,273,444,12.2,24.4,0,86,6.9
2018.04.13,00:00,23.59,Kreuther,150,226,376,8.2,19.2,0,93,7.8
2018.04.14,00:00,23.59,Kreuther,95,201,296,6.6,20.3,0,66,11.5
2018.04.15,00:00,23.59,Kreuther,74,150,224,7.7,19.2,0.9,98,3.4
2018.04.16,00:00,23.59,Kreuther,80,107,187,11.5,14.8,2.5,96,0.2
2018.04.17,00:00,23.59,Kreuther,156,276,432,9.3,20.6,0,31,10.3
2018.04.18,00:00,23.59,Kreuther,205,306,511,7.1,22.5,0,11,13.1
2018.04.19,00:00,23.59,Kreuther,190,298,488,8.3,24.6,0,34,13.1
2018.04.20,00:00,23.59,Kreuther,208,329,537,8.7,27.7,0,75,13.3
2018.04.21,00:00,23.59,Kreuther,118,224,342,10.5,27.2,0,60,13.1
2018.04.22,00:00,23.59,Kreuther,185,262,447,10.9,27.6,0,50,12
2018.04.23,00:00,23.59,Kreuther,166,237,403,13.3,25,0.2,96,5.3
2018.04.24,00:00,23.59,Kreuther,188,288,476,12.5,22.8,0,91,10.2
2018.04.25,00:00,23.59,Kreuther,177,272,449,11.9,24.6,1,68,10.7
2018.04.26,00:00,23.59,Kreuther,118,184,302,7.4,13.4,0.1,95,1
2018.04.27,00:00,23.59,Kreuther,165,269,434,5.3,22,0,75,13.1
2018.04.28,00:00,23.59,Kreuther,104,175,279,9.5,24.1,0,26,13.3
2018.04.29,00:00,23.59,Kreuther,142,250,392,10.6,27.8,0,69,12.2
2018.04.30,00:00,23.59,Kreuther,105,174,279,9.3,19.7,1.5,86,5.4
2018.04.01,00:00,23.59,Olympia,207,166,373,3.6,9,0.9,95,1.3
2018.04.02,00:00,23.59,Olympia,858,729,1587,1.9,16.5,0,73,10
2018.04.03,00:00,23.59,Olympia,828,805,1633,10,22.6,0,100,8
2018.04.04,00:00,23.59,Olympia,1054,1012,2066,8.8,23.3,0,85,9.6
2018.04.05,00:00,23.59,Olympia,704,641,1345,6,15.5,2.3,65,6.9
2018.04.06,00:00,23.59,Olympia,944,925,1869,2.6,14.5,0,48,12.6
2018.04.07,00:00,23.59,Olympia,1059,960,2019,3.4,20.6,0,0,12.8
2018.04.08,00:00,23.59,Olympia,1308,1212,2520,4.6,22,0,8,12.1
2018.04.09,00:00,23.59,Olympia,1256,1166,2422,8.5,24,0,91,4.9
2018.04.10,00:00,23.59,Olympia,1311,1214,2525,9.7,19.3,0.3,91,4.6
2018.04.11,00:00,23.59,Olympia,1542,1492,3034,9,19.5,0,73,10.8
2018.04.12,00:00,23.59,Olympia,1372,1345,2717,12.2,24.4,0,86,6.9
2018.04.13,00:00,23.59,Olympia,1226,1185,2411,8.2,19.2,0,93,7.8
2018.04.14,00:00,23.59,Olympia,1456,1328,2784,6.6,20.3,0,66,11.5
2018.04.15,00:00,23.59,Olympia,1065,949,2014,7.7,19.2,0.9,98,3.4
2018.04.16,00:00,23.59,Olympia,599,575,1174,11.5,14.8,2.5,96,0.2
2018.04.17,00:00,23.59,Olympia,1470,1404,2874,9.3,20.6,0,31,10.3
2018.04.18,00:00,23.59,Olympia,1692,1642,3334,7.1,22.5,0,11,13.1
2018.04.19,00:00,23.59,Olympia,1637,1601,3238,8.3,24.6,0,34,13.1
2018.04.20,00:00,23.59,Olympia,1520,1525,3045,8.7,27.7,0,75,13.3
2018.04.21,00:00,23.59,Olympia,1510,1431,2941,10.5,27.2,0,60,13.1
2018.04.22,00:00,23.59,Olympia,1927,2210,4137,10.9,27.6,0,50,12
2018.04.23,00:00,23.59,Olympia,1156,1104,2260,13.3,25,0.2,96,5.3
2018.04.24,00:00,23.59,Olympia,1577,1556,3133,12.5,22.8,0,91,10.2
2018.04.25,00:00,23.59,Olympia,1536,1480,3016,11.9,24.6,1,68,10.7
2018.04.26,00:00,23.59,Olympia,1092,1026,2118,7.4,13.4,0.1,95,1
2018.04.27,00:00,23.59,Olympia,1446,1453,2899,5.3,22,0,75,13.1
2018.04.28,00:00,23.59,Olympia,1256,1130,2386,9.5,24.1,0,26,13.3
2018.04.29,00:00,23.59,Olympia,1372,1291,2663,10.6,27.8,0,69,12.2
2018.04.30,00:00,23.59,Olympia,972,1029,2001,9.3,19.7,1.5,86,5.4
2018.04.01,00:00,23.59,Hirsch,61,61,122,3.6,9,0.9,95,1.3
2018.04.02,00:00,23.59,Hirsch,389,318,707,1.9,16.5,0,73,10
2018.04.03,00:00,23.59,Hirsch,767,738,1505,10,22.6,0,100,8
2018.04.04,00:00,23.59,Hirsch,812,795,1607,8.8,23.3,0,85,9.6
2018.04.05,00:00,23.59,Hirsch,469,540,1009,6,15.5,2.3,65,6.9
2018.04.06,00:00,23.59,Hirsch,659,673,1332,2.6,14.5,0,48,12.6
2018.04.07,00:00,23.59,Hirsch,511,417,928,3.4,20.6,0,0,12.8
2018.04.08,00:00,23.59,Hirsch,724,605,1329,4.6,22,0,8,12.1
2018.04.09,00:00,23.59,Hirsch,1042,1042,2084,8.5,24,0,91,4.9
2018.04.10,00:00,23.59,Hirsch,959,950,1909,9.7,19.3,0.3,91,4.6
2018.04.11,00:00,23.59,Hirsch,1004,1012,2016,9,19.5,0,73,10.8
2018.04.12,00:00,23.59,Hirsch,1004,990,1994,12.2,24.4,0,86,6.9
2018.04.13,00:00,23.59,Hirsch,769,812,1581,8.2,19.2,0,93,7.8
2018.04.14,00:00,23.59,Hirsch,454,449,903,6.6,20.3,0,66,11.5
2018.04.15,00:00,23.59,Hirsch,533,485,1018,7.7,19.2,0.9,98,3.4
2018.04.16,00:00,23.59,Hirsch,411,436,847,11.5,14.8,2.5,96,0.2
2018.04.17,00:00,23.59,Hirsch,1070,1080,2150,9.3,20.6,0,31,10.3
2018.04.18,00:00,23.59,Hirsch,1226,1213,2439,7.1,22.5,0,11,13.1
2018.04.19,00:00,23.59,Hirsch,1267,1231,2498,8.3,24.6,0,34,13.1
2018.04.20,00:00,23.59,Hirsch,1094,1097,2191,8.7,27.7,0,75,13.3
2018.04.21,00:00,23.59,Hirsch,711,674,1385,10.5,27.2,0,60,13.1
2018.04.22,00:00,23.59,Hirsch,706,658,1364,10.9,27.6,0,50,12
2018.04.23,00:00,23.59,Hirsch,868,898,1766,13.3,25,0.2,96,5.3
2018.04.24,00:00,23.59,Hirsch,1046,1063,2109,12.5,22.8,0,91,10.2
2018.04.25,00:00,23.59,Hirsch,1077,1174,2251,11.9,24.6,1,68,10.7
2018.04.26,00:00,23.59,Hirsch,628,634,1262,7.4,13.4,0.1,95,1
2018.04.27,00:00,23.59,Hirsch,1004,1058,2062,5.3,22,0,75,13.1
2018.04.28,00:00,23.59,Hirsch,555,545,1100,9.5,24.1,0,26,13.3
2018.04.29,00:00,23.59,Hirsch,678,547,1225,10.6,27.8,0,69,12.2
2018.04.30,00:00,23.59,Hirsch,549,562,1111,9.3,19.7,1.5,86,5.4
2018.04.01,00:00,23.59,Margareten,241,236,477,3.6,9,0.9,95,1.3
2018.04.02,00:00,23.59,Margareten,828,713,1541,1.9,16.5,0,73,10
2018.04.03,00:00,23.59,Margareten,1547,1485,3032,10,22.6,0,100,8
2018.04.04,00:00,23.59,Margareten,1714,1656,3370,8.8,23.3,0,85,9.6
2018.04.05,00:00,23.59,Margareten,1259,1237,2496,6,15.5,2.3,65,6.9
2018.04.06,00:00,23.59,Margareten,1587,1555,3142,2.6,14.5,0,48,12.6
2018.04.07,00:00,23.59,Margareten,1606,1522,3128,3.4,20.6,0,0,12.8
2018.04.08,00:00,23.59,Margareten,1780,1565,3345,4.6,22,0,8,12.1
2018.04.09,00:00,23.59,Margareten,2140,2075,4215,8.5,24,0,91,4.9
2018.04.10,00:00,23.59,Margareten,2116,2035,4151,9.7,19.3,0.3,91,4.6
2018.04.11,00:00,23.59,Margareten,2417,2301,4718,9,19.5,0,73,10.8
2018.04.12,00:00,23.59,Margareten,2265,2157,4422,12.2,24.4,0,86,6.9
2018.04.13,00:00,23.59,Margareten,1851,1898,3749,8.2,19.2,0,93,7.8
2018.04.14,00:00,23.59,Margareten,1878,1736,3614,6.6,20.3,0,66,11.5
2018.04.15,00:00,23.59,Margareten,1444,1285,2729,7.7,19.2,0.9,98,3.4
2018.04.16,00:00,23.59,Margareten,1000,990,1990,11.5,14.8,2.5,96,0.2
2018.04.17,00:00,23.59,Margareten,2332,2277,4609,9.3,20.6,0,31,10.3
2018.04.18,00:00,23.59,Margareten,2486,2422,4908,7.1,22.5,0,11,13.1
2018.04.19,00:00,23.59,Margareten,2550,2523,5073,8.3,24.6,0,34,13.1
2018.04.20,00:00,23.59,Margareten,2511,2458,4969,8.7,27.7,0,75,13.3
2018.04.21,00:00,23.59,Margareten,2332,2117,4449,10.5,27.2,0,60,13.1
2018.04.22,00:00,23.59,Margareten,1894,1723,3617,10.9,27.6,0,50,12
2018.04.23,00:00,23.59,Margareten,2027,1981,4008,13.3,25,0.2,96,5.3
2018.04.24,00:00,23.59,Margareten,2427,2249,4676,12.5,22.8,0,91,10.2
2018.04.25,00:00,23.59,Margareten,2419,2328,4747,11.9,24.6,1,68,10.7
2018.04.26,00:00,23.59,Margareten,1532,1480,3012,7.4,13.4,0.1,95,1
2018.04.27,00:00,23.59,Margareten,2237,2155,4392,5.3,22,0,75,13.1
2018.04.28,00:00,23.59,Margareten,1761,1696,3457,9.5,24.1,0,26,13.3
2018.04.29,00:00,23.59,Margareten,1912,1616,3528,10.6,27.8,0,69,12.2
2018.04.30,00:00,23.59,Margareten,1607,1577,3184,9.3,19.7,1.5,86,5.4
2018.04.01,00:00,23.59,Erhardt,286,299,585,3.6,9,0.9,95,1.3
2018.04.02,00:00,23.59,Erhardt,1897,1466,3363,1.9,16.5,0,73,10
2018.04.03,00:00,23.59,Erhardt,2191,1931,4122,10,22.6,0,100,8
2018.04.04,00:00,23.59,Erhardt,2457,2330,4787,8.8,23.3,0,85,9.6
2018.04.05,00:00,23.59,Erhardt,1691,1696,3387,6,15.5,2.3,65,6.9
2018.04.06,00:00,23.59,Erhardt,2226,1986,4212,2.6,14.5,0,48,12.6
2018.04.07,00:00,23.59,Erhardt,3235,2545,5780,3.4,20.6,0,0,12.8
2018.04.08,00:00,23.59,Erhardt,4241,3558,7799,4.6,22,0,8,12.1
2018.04.09,00:00,23.59,Erhardt,2975,2956,5931,8.5,24,0,91,4.9
2018.04.10,00:00,23.59,Erhardt,2821,2720,5541,9.7,19.3,0.3,91,4.6
2018.04.11,00:00,23.59,Erhardt,3449,3162,6611,9,19.5,0,73,10.8
2018.04.12,00:00,23.59,Erhardt,3192,3059,6251,12.2,24.4,0,86,6.9
2018.04.13,00:00,23.59,Erhardt,2494,2487,4981,8.2,19.2,0,93,7.8
2018.04.14,00:00,23.59,Erhardt,3404,2923,6327,6.6,20.3,0,66,11.5
2018.04.15,00:00,23.59,Erhardt,2914,2492,5406,7.7,19.2,0.9,98,3.4
2018.04.16,00:00,23.59,Erhardt,1231,1195,2426,11.5,14.8,2.5,96,0.2
2018.04.17,00:00,23.59,Erhardt,3245,3097,6342,9.3,20.6,0,31,10.3
2018.04.18,00:00,23.59,Erhardt,3939,3649,7588,7.1,22.5,0,11,13.1
2018.04.19,00:00,23.59,Erhardt,4008,3704,7712,8.3,24.6,0,34,13.1
2018.04.20,00:00,23.59,Erhardt,3950,3674,7624,8.7,27.7,0,75,13.3
2018.04.21,00:00,23.59,Erhardt,4206,3640,7846,10.5,27.2,0,60,13.1
2018.04.22,00:00,23.59,Erhardt,4633,3860,8493,10.9,27.6,0,50,12
2018.04.23,00:00,23.59,Erhardt,2667,2625,5292,13.3,25,0.2,96,5.3
2018.04.24,00:00,23.59,Erhardt,3498,3316,6814,12.5,22.8,0,91,10.2
2018.04.25,00:00,23.59,Erhardt,3768,3592,7360,11.9,24.6,1,68,10.7
2018.04.26,00:00,23.59,Erhardt,2125,1973,4098,7.4,13.4,0.1,95,1
2018.04.27,00:00,23.59,Erhardt,3416,3243,6659,5.3,22,0,75,13.1
2018.04.28,00:00,23.59,Erhardt,3381,2957,6338,9.5,24.1,0,26,13.3
2018.04.29,00:00,23.59,Erhardt,4319,3497,7816,10.6,27.8,0,69,12.2
2018.04.30,00:00,23.59,Erhardt,2175,2147,4322,9.3,19.7,1.5,86,5.4
2018.05.01,00:00,23.59,Arnulf,878,44,922,10.4,15.9,0,96,3.5
2018.05.02,00:00,23.59,Arnulf,1820,155,1975,9.1,18.5,0,98,3
2018.05.03,00:00,23.59,Arnulf,1730,104,1834,11.6,20.1,0,98,3.2
2018.05.04,00:00,23.59,Arnulf,1628,104,1732,12.4,20.3,0,88,2.5
2018.05.05,00:00,23.59,Arnulf,1141,51,1192,12.4,22.2,0,66,8.6
2018.05.06,00:00,23.59,Arnulf,1256,68,1324,11.7,23.2,0,13,13.3
2018.05.07,00:00,23.59,Arnulf,2225,127,2352,9.8,23.7,0,15,14.3
2018.05.08,00:00,23.59,Arnulf,2290,125,2415,11,24.1,0,34,14.2
2018.05.09,00:00,23.59,Arnulf,2042,130,2172,10.1,22.5,1.2,43,11.4
2018.05.10,00:00,23.59,Arnulf,1075,62,1137,9.7,22.6,1,75,9.9
2018.05.11,00:00,23.59,Arnulf,1632,106,1738,9.2,21.4,0,75,9.7
2018.05.12,00:00,23.59,Arnulf,1311,68,1379,11.4,26.4,0,65,10.8
2018.05.13,00:00,23.59,Arnulf,918,78,996,12,26.1,10.6,48,10.3
2018.05.14,00:00,23.59,Arnulf,1523,115,1638,13.1,22.1,0,91,3.3
2018.05.15,00:00,23.59,Arnulf,1454,97,1551,10,17.2,9.5,80,4.8
2018.05.16,00:00,23.59,Arnulf,776,70,846,9.5,13.2,22.3,98,0.2
2018.05.17,00:00,23.59,Arnulf,1174,73,1247,10.1,16.9,5.8,96,2.6
2018.05.18,00:00,23.59,Arnulf,1566,126,1692,10.7,20.8,0,74,9.7
2018.05.19,00:00,23.59,Arnulf,750,47,797,8.8,21.1,20.4,74,8
2018.05.20,00:00,23.59,Arnulf,502,32,534,11.6,21.4,0.4,99,2.9
2018.05.21,00:00,23.59,Arnulf,983,63,1046,10,24.4,0,35,12.1
2018.05.22,00:00,23.59,Arnulf,1788,130,1918,10.7,25,0,90,10.9
2018.05.23,00:00,23.59,Arnulf,1687,99,1786,13.9,24.3,1.6,96,4.8
2018.05.24,00:00,23.59,Arnulf,1216,95,1311,13.1,21.4,28.7,94,2.7
2018.05.25,00:00,23.59,Arnulf,1831,113,1944,11.1,25.1,0,28,12.8
2018.05.26,00:00,23.59,Arnulf,1274,65,1339,12.2,25.7,0,84,12.4
2018.05.27,00:00,23.59,Arnulf,1063,73,1136,13.8,27,0,93,10.9
2018.05.28,00:00,23.59,Arnulf,1934,124,2058,14.3,29,0,70,12.2
2018.05.29,00:00,23.59,Arnulf,1896,112,2008,15.3,27,26.3,96,10.2
2018.05.30,00:00,23.59,Arnulf,1872,120,1992,16.1,26.9,0,65,10.5
2018.05.31,00:00,23.59,Arnulf,973,50,1023,16.4,28.3,13.4,64,10.3
2018.05.01,00:00,23.59,Kreuther,92,146,238,10.4,15.9,0,96,3.5
2018.05.02,00:00,23.59,Kreuther,169,257,426,9.1,18.5,0,98,3
2018.05.03,00:00,23.59,Kreuther,163,253,416,11.6,20.1,0,98,3.2
2018.05.04,00:00,23.59,Kreuther,165,229,394,12.4,20.3,0,88,2.5
2018.05.05,00:00,23.59,Kreuther,124,194,318,12.4,22.2,0,66,8.6
2018.05.06,00:00,23.59,Kreuther,117,258,375,11.7,23.2,0,13,13.3
2018.05.07,00:00,23.59,Kreuther,200,294,494,9.8,23.7,0,15,14.3
2018.05.08,00:00,23.59,Kreuther,198,341,539,11,24.1,0,34,14.2
2018.05.09,00:00,23.59,Kreuther,169,269,438,10.1,22.5,1.2,43,11.4
2018.05.10,00:00,23.59,Kreuther,101,235,336,9.7,22.6,1,75,9.9
2018.05.11,00:00,23.59,Kreuther,165,237,402,9.2,21.4,0,75,9.7
2018.05.12,00:00,23.59,Kreuther,99,177,276,11.4,26.4,0,65,10.8
2018.05.13,00:00,23.59,Kreuther,85,140,225,12,26.1,10.6,48,10.3
2018.05.14,00:00,23.59,Kreuther,143,199,342,13.1,22.1,0,91,3.3
2018.05.15,00:00,23.59,Kreuther,143,212,355,10,17.2,9.5,80,4.8
2018.05.16,00:00,23.59,Kreuther,91,110,201,9.5,13.2,22.3,98,0.2
2018.05.17,00:00,23.59,Kreuther,118,154,272,10.1,16.9,5.8,96,2.6
2018.05.18,00:00,23.59,Kreuther,145,225,370,10.7,20.8,0,74,9.7
2018.05.19,00:00,23.59,Kreuther,49,113,162,8.8,21.1,20.4,74,8
2018.05.20,00:00,23.59,Kreuther,59,95,154,11.6,21.4,0.4,99,2.9
2018.05.21,00:00,23.59,Kreuther,106,193,299,10,24.4,0,35,12.1
2018.05.22,00:00,23.59,Kreuther,139,225,364,10.7,25,0,90,10.9
2018.05.23,00:00,23.59,Kreuther,120,207,327,13.9,24.3,1.6,96,4.8
2018.05.24,00:00,23.59,Kreuther,83,104,187,13.1,21.4,28.7,94,2.7
2018.05.25,00:00,23.59,Kreuther,158,208,366,11.1,25.1,0,28,12.8
2018.05.26,00:00,23.59,Kreuther,118,204,322,12.2,25.7,0,84,12.4
2018.05.27,00:00,23.59,Kreuther,110,204,314,13.8,27,0,93,10.9
2018.05.28,00:00,23.59,Kreuther,152,247,399,14.3,29,0,70,12.2
2018.05.29,00:00,23.59,Kreuther,149,219,368,15.3,27,26.3,96,10.2
2018.05.30,00:00,23.59,Kreuther,143,238,381,16.1,26.9,0,65,10.5
2018.05.31,00:00,23.59,Kreuther,108,169,277,16.4,28.3,13.4,64,10.3
2018.05.01,00:00,23.59,Olympia,953,855,1808,10.4,15.9,0,96,3.5
2018.05.02,00:00,23.59,Olympia,1238,1202,2440,9.1,18.5,0,98,3
2018.05.03,00:00,23.59,Olympia,1211,1237,2448,11.6,20.1,0,98,3.2
2018.05.04,00:00,23.59,Olympia,1061,1095,2156,12.4,20.3,0,88,2.5
2018.05.05,00:00,23.59,Olympia,1219,1220,2439,12.4,22.2,0,66,8.6
2018.05.06,00:00,23.59,Olympia,1651,1662,3313,11.7,23.2,0,13,13.3
2018.05.07,00:00,23.59,Olympia,1702,1692,3394,9.8,23.7,0,15,14.3
2018.05.08,00:00,23.59,Olympia,1765,1821,3586,11,24.1,0,34,14.2
2018.05.09,00:00,23.59,Olympia,1362,1385,2747,10.1,22.5,1.2,43,11.4
2018.05.10,00:00,23.59,Olympia,1140,1057,2197,9.7,22.6,1,75,9.9
2018.05.11,00:00,23.59,Olympia,1102,1122,2224,9.2,21.4,0,75,9.7
2018.05.12,00:00,23.59,Olympia,1082,973,2055,11.4,26.4,0,65,10.8
2018.05.13,00:00,23.59,Olympia,968,913,1881,12,26.1,10.6,48,10.3
2018.05.14,00:00,23.59,Olympia,1049,994,2043,13.1,22.1,0,91,3.3
2018.05.15,00:00,23.59,Olympia,1004,1015,2019,10,17.2,9.5,80,4.8
2018.05.16,00:00,23.59,Olympia,564,519,1083,9.5,13.2,22.3,98,0.2
2018.05.17,00:00,23.59,Olympia,788,764,1552,10.1,16.9,5.8,96,2.6
2018.05.18,00:00,23.59,Olympia,1083,1133,2216,10.7,20.8,0,74,9.7
2018.05.19,00:00,23.59,Olympia,663,773,1436,8.8,21.1,20.4,74,8
2018.05.20,00:00,23.59,Olympia,1136,1075,2211,11.6,21.4,0.4,99,2.9
2018.05.21,00:00,23.59,Olympia,1828,1810,3638,10,24.4,0,35,12.1
2018.05.22,00:00,23.59,Olympia,1133,1074,2207,10.7,25,0,90,10.9
2018.05.23,00:00,23.59,Olympia,1249,1241,2490,13.9,24.3,1.6,96,4.8
2018.05.24,00:00,23.59,Olympia,938,922,1860,13.1,21.4,28.7,94,2.7
2018.05.25,00:00,23.59,Olympia,2999,1764,4763,11.1,25.1,0,28,12.8
2018.05.26,00:00,23.59,Olympia,5250,1519,6769,12.2,25.7,0,84,12.4
2018.05.27,00:00,23.59,Olympia,4887,1527,6414,13.8,27,0,93,10.9
2018.05.28,00:00,23.59,Olympia,1413,1539,2952,14.3,29,0,70,12.2
2018.05.29,00:00,23.59,Olympia,1374,1445,2819,15.3,27,26.3,96,10.2
2018.05.30,00:00,23.59,Olympia,1269,1322,2591,16.1,26.9,0,65,10.5
2018.05.31,00:00,23.59,Olympia,988,943,1931,16.4,28.3,13.4,64,10.3
2018.05.01,00:00,23.59,Hirsch,481,461,942,10.4,15.9,0,96,3.5
2018.05.02,00:00,23.59,Hirsch,1021,1024,2045,9.1,18.5,0,98,3
2018.05.03,00:00,23.59,Hirsch,879,888,1767,11.6,20.1,0,98,3.2
2018.05.04,00:00,23.59,Hirsch,888,906,1794,12.4,20.3,0,88,2.5
2018.05.05,00:00,23.59,Hirsch,530,514,1044,12.4,22.2,0,66,8.6
