Date,Temp
2010-11-26,8.3
2010-11-27,7.2
2010-11-28,7.7
2010-11-29,7.8
2010-11-30,9.1
2010-12-01,9.4
2010-12-02,7.8
2010-12-03,2.6
2010-12-04,2.4
2010-12-05,3.9
2010-12-06,1.3
2010-12-07,2.1
2010-12-08,7.4
2010-12-09,7.2
2010-12-10,8.8
2010-12-11,8.9
2010-12-12,8.8
2010-12-13,8.0
2010-12-14,0.7
2010-12-15,0.1
2010-12-16,0.9
2010-12-17,7.8
2010-12-18,7.2
2010-12-19,8.0
2010-12-20,4.6
2010-12-21,5.2
2010-12-22,5.8
2010-12-23,6.8
2010-12-24,8.1
2010-12-25,7.5
2010-12-26,5.4
2010-12-27,4.6
2010-12-28,6.4
2010-12-29,9.7
2010-12-30,7.0
2010-12-31,10.0
2011-01-01,10.6
2011-01-02,11.5
2011-01-03,10.2
2011-01-04,11.1
2011-01-05,11.0
2011-01-06,8.9
2011-01-07,9.9
2011-01-08,11.7
2011-01-09,11.6
2011-01-10,9.0
2011-01-11,6.3
2011-01-12,8.7
2011-01-13,8.5
2011-01-14,8.5
2011-01-15,8.0
2011-01-16,6.0
2011-01-17,8.0
2011-01-18,8.5
2011-01-19,7.7
2011-01-20,8.4
2011-01-21,9.0
2011-01-22,8.3
2011-01-23,6.8
2011-01-24,9.3
2011-01-25,6.7
2011-01-26,9.0
2011-01-27,7.3
2011-01-28,6.3
2011-01-29,7.9
2011-01-30,5.2
2011-01-31,9.0
2011-02-01,11.3
2011-02-02,9.2
2011-02-03,11.3
2011-02-04,7.0
2011-02-05,8.0
2011-02-06,4.6
2011-02-07,8.5
2011-02-08,9.5
2011-02-09,9.4
2011-02-10,10.5
2011-02-11,9.7
2011-02-12,4.9
2011-02-13,8.0
2011-02-14,5.8
2011-02-15,5.5
2011-02-16,10.9
2011-02-17,11.7
2011-02-18,9.2
2011-02-19,8.9
2011-02-20,11.3
2011-02-21,8.6
2011-02-22,6.2
2011-02-23,6.6
2011-02-24,9.1
2011-02-25,6.1
2011-02-26,7.5
2011-02-27,10.7
2011-02-28,6.3
2011-03-01,5.5
2011-03-02,6.7
2011-03-03,4.2
2011-03-04,11.3
2011-03-05,16.3
2011-03-06,10.5
2011-03-07,10.3
2011-03-08,7.9
2011-03-09,7.7
2011-03-10,16.0
2011-03-11,14.6
2011-03-12,12.5
2011-03-13,8.1
2011-03-14,12.2
2011-03-15,17.2
2011-03-16,9.4
2011-03-17,8.7
2011-03-18,5.9
2011-03-19,4.8
2011-03-20,7.4
2011-03-21,9.4
2011-03-22,9.7
2011-03-23,9.9
2011-03-24,6.5
2011-03-25,9.8
2011-03-26,18.2
2011-03-27,11.3
2011-03-28,9.1
2011-03-29,9.6
2011-03-30,13.5
2011-03-31,10.7
2011-04-01,10.0
2011-04-02,8.5
2011-04-03,12.6
2011-04-04,16.6
2011-04-05,11.6
2011-04-06,12.2
2011-04-07,11.2
2011-04-08,9.2
2011-04-09,9.9
2011-04-10,11.9
2011-04-11,15.6
2011-04-12,19.0
2011-04-13,12.8
2011-04-14,12.2
2011-04-15,12.0
2011-04-16,11.1
2011-04-17,11.8
2011-04-18,7.6
2011-04-19,13.0
2011-04-20,12.7
2011-04-21,16.0
2011-04-22,14.8
2011-04-23,14.2
2011-04-24,10.0
2011-04-25,8.8
2011-04-26,11.6
2011-04-27,8.6
2011-04-28,14.6
2011-04-29,24.3
2011-04-30,11.6
2011-05-01,10.8
2011-05-02,12.0
2011-05-03,11.0
2011-05-04,12.6
2011-05-05,10.8
2011-05-06,9.1
2011-05-07,11.0
2011-05-08,13.0
2011-05-09,12.8
2011-05-10,9.9
2011-05-11,11.6
2011-05-12,10.5
2011-05-13,15.9
2011-05-14,12.2
2011-05-15,13.0
2011-05-16,12.5
2011-05-17,12.5
2011-05-18,11.4
2011-05-19,12.1
2011-05-20,16.8
2011-05-21,12.1
2011-05-22,11.3
2011-05-23,10.4
2011-05-24,14.2
2011-05-25,11.4
2011-05-26,13.7
2011-05-27,16.5
2011-05-28,12.8
2011-05-29,12.2
2011-05-30,12.0
2011-05-31,12.6
2011-06-01,16.0
2011-06-02,16.4
2011-06-04,13.3
2011-06-05,15.2
2011-06-06,13.1
2011-06-07,12.7
2011-06-08,14.6
2011-06-09,11.0
2011-06-10,13.2
2011-06-11,12.2
2011-06-12,14.4
2011-06-13,13.7
2011-06-14,14.5
2011-06-15,14.1
2011-06-16,14.4
2011-06-17,19.7
2011-06-18,16.5
2011-06-19,15.9
2011-06-20,11.8
2011-06-21,12.0
2011-06-22,11.4
2011-06-23,14.4
2011-06-24,12.4
2011-06-25,15.1
2011-06-26,15.6
2011-06-27,15.2
2011-06-28,12.8
2011-06-29,13.3
2011-06-30,17.5
2011-07-01,15.4
2011-07-02,13.5
2011-07-03,16.7
2011-07-04,15.2
2011-07-05,14.9
2011-07-06,10.2
2011-07-07,13.6
2011-07-08,19.0
2011-07-09,15.7
2011-07-10,18.0
2011-07-11,14.8
2011-07-12,13.9
2011-07-13,13.0
2011-07-14,15.3
2011-07-15,14.3
2011-07-16,15.6
2011-07-17,16.0
2011-07-18,14.9
2011-07-19,11.1
2011-07-20,14.8
2011-07-21,13.0
2011-07-22,12.2
2011-07-23,10.9
2011-07-24,14.6
2011-07-25,16.6
2011-07-26,18.1
2011-07-27,13.4
2011-07-28,10.3
2011-07-29,13.6
2011-07-30,13.8
2011-07-31,10.3
2011-08-01,11.0
2011-08-02,14.3
2011-08-03,15.5
2011-08-04,14.7
2011-08-05,12.7
2011-08-06,10.7
2011-08-07,12.6
2011-08-08,9.8
2011-08-09,13.2
2011-08-10,15.2
2011-08-11,16.6
2011-08-12,21.0
2011-08-13,22.4
2011-08-14,17.0
2011-08-15,21.7
2011-08-16,21.4
2011-08-17,18.6
2011-08-18,16.2
2011-08-19,16.8
2011-08-20,17.0
2011-08-21,18.4
2011-08-22,17.2
2011-08-23,18.4
2011-08-24,18.8
2011-08-25,16.5
2011-08-26,13.3
2011-08-27,12.2
2011-08-28,11.3
2011-08-29,13.8
2011-08-30,16.6
2011-08-31,14.0
2011-09-01,14.3
2011-09-02,16.4
2011-09-03,11.9
2011-09-04,15.7
2011-09-05,17.6
2011-09-06,17.5
2011-09-07,15.9
2011-09-08,16.2
2011-09-09,16.0
2011-09-10,15.9
2011-09-11,16.2
2011-09-12,16.2
2011-09-13,19.5
2011-09-14,18.2
2011-09-15,21.8
2011-09-16,15.1
2011-09-17,11.0
2011-09-18,8.1
2011-09-19,9.5
2011-09-20,9.3
2011-09-21,10.6
2011-09-22,6.3
2011-09-23,8.6
2011-09-24,6.8
2011-09-25,8.7
2011-09-26,8.4
2011-09-27,9.3
2011-09-28,10.0
2011-09-29,10.5
2011-09-30,12.0
2011-10-01,10.1
2011-10-02,9.4
2011-10-03,10.1
2011-10-04,8.0
2011-10-05,10.6
2011-10-06,13.6
2011-10-07,15.4
2011-10-08,9.0
2011-10-09,10.4
2011-10-10,11.0
2011-10-11,12.1
2011-10-12,13.4
2011-10-13,11.3
2011-10-14,6.7
2011-10-15,9.8
2011-10-16,10.8
2011-10-17,7.8
2011-10-18,4.5
2011-10-19,7.6
2011-10-20,6.9
2011-10-21,7.5
2011-10-22,8.5
2011-10-23,5.5
2011-10-24,9.5
2011-10-25,7.3
2011-10-26,5.4
2011-10-27,5.5
2011-10-28,8.1
2011-10-29,11.2
2011-10-30,13.4
2011-10-31,11.6
2011-11-01,10.1
2011-11-02,4.3
2011-11-03,5.5
2011-11-04,4.4
2011-11-05,5.9
2011-11-06,5.7
2011-11-07,8.2
2011-11-08,8.2
2011-11-09,4.2
2011-11-10,6.5
2011-11-11,10.0
2011-11-12,8.8
2011-11-13,6.6
2011-11-14,7.8
2011-11-15,10.1
2011-11-16,7.1
2011-11-17,7.7
2011-11-18,8.5
2011-11-19,7.3
2011-11-20,6.9
2011-11-21,8.4
2011-11-22,7.1
2011-11-23,6.3
2011-11-24,0.6
2011-11-25,1.6
2011-11-26,7.0
2011-11-27,8.3
2011-11-28,8.0
2011-11-29,10.2
2011-11-30,10.6
2011-12-01,10.4
2011-12-02,11.6
2011-12-03,11.0
2011-12-04,10.7
2011-12-05,7.3
2011-12-06,4.2
2011-12-07,4.7
2011-12-08,5.6
2011-12-09,7.7
2011-12-10,7.5
2011-12-11,4.9
2011-12-12,5.9
2011-12-13,7.8
2011-12-14,5.8
2011-12-15,7.0
2011-12-16,8.4
2011-12-17,6.2
2011-12-18,7.5
2011-12-19,4.8
2011-12-20,3.3
2011-12-21,3.2
2011-12-22,7.0
2011-12-23,8.4
2011-12-24,0.3
2011-12-25,0.3
2011-12-26,2.1
2011-12-27,8.5
2011-12-28,1.4
2011-12-29,4.1
2011-12-30,10.3
2011-12-31,6.6
2012-01-01,6.1
2012-01-02,7.0
2012-01-03,5.1
2012-01-04,6.3
2012-01-05,6.9
2012-01-06,11.4
2012-01-07,10.4
2012-01-08,10.3
2012-01-09,9.2
2012-01-10,7.2
2012-01-11,7.5
2012-01-12,4.0
2012-01-13,5.6
2012-01-14,6.7
2012-01-15,8.4
2012-01-16,11.0
2012-01-17,8.4
2012-01-18,8.8
2012-01-19,8.6
2012-01-20,8.3
2012-01-21,4.0
2012-01-22,3.6
2012-01-23,5.7
2012-01-24,10.6
2012-01-25,6.9
2012-01-26,10.0
2012-01-27,9.8
2012-01-28,7.2
2012-01-29,10.5
2012-01-30,3.6
2012-01-31,5.3
2012-02-01,8.4
2012-02-02,10.3
2012-02-03,7.9
2012-02-04,8.5
2012-02-05,7.9
2012-02-06,8.0
2012-02-07,9.8
2012-02-08,6.7
2012-02-09,4.8
2012-02-10,9.9
2012-02-11,12.8
2012-02-12,10.9
2012-02-13,11.7
2012-02-14,11.7
2012-02-15,11.0
2012-02-16,8.2
2012-02-17,7.5
2012-02-18,5.4
2012-02-19,7.2
2012-02-20,9.7
2012-02-21,8.4
2012-02-22,9.0
2012-02-23,8.7
2012-02-24,6.6
2012-02-25,11.6
2012-02-26,13.1
2012-02-27,6.7
2012-02-28,6.5
2012-02-29,7.7
2012-03-01,8.7
2012-03-02,7.2
2012-03-03,10.5
2012-03-04,8.6
2012-03-05,7.2
2012-03-06,11.4
2012-03-07,16.2
2012-03-08,6.1
2012-03-09,9.6
2012-03-10,11.1
2012-03-11,13.6
2012-03-12,10.7
2012-03-13,14.7
2012-03-14,11.6
2012-03-15,7.3
2012-03-16,8.0
2012-03-17,9.6
2012-03-18,16.0
2012-03-19,15.1
2012-03-20,12.8
2012-03-21,6.2
2012-03-22,7.1
2012-03-23,8.4
2012-03-24,10.0
2012-03-25,12.7
2012-03-26,10.0
2012-03-27,10.2
2012-03-28,6.5
2012-03-29,9.2
2012-03-30,11.9
2012-03-31,14.7
2012-04-01,11.4
2012-04-02,6.8
2012-04-03,7.4
2012-04-04,11.2
2012-04-05,9.2
2012-04-06,12.6
2012-04-07,16.0
2012-04-08,17.1
2012-04-09,15.3
2012-04-10,13.3
2012-04-11,15.4
2012-04-12,13.2
2012-04-13,14.4
2012-04-14,14.0
2012-04-15,15.5
2012-04-16,21.0
2012-04-17,10.0
2012-04-18,9.6
2012-04-19,12.0
2012-04-20,12.2
2012-04-21,11.3
2012-04-22,13.2
2012-04-23,10.5
2012-04-24,10.1
2012-04-25,8.8
2012-04-26,13.7
2012-04-27,16.2
2012-04-28,16.0
2012-04-29,14.0
2012-04-30,13.7
2012-05-01,12.5
2012-05-02,12.8
2012-05-03,12.3
2012-05-04,15.2
2012-05-05,15.0
2012-05-06,16.4
2012-05-07,16.1
2012-05-08,14.6
2012-05-09,18.2
2012-05-10,16.4
2012-05-11,16.6
2012-05-12,14.7
2012-05-13,15.8
2012-05-14,14.1
2012-05-15,13.5
2012-05-16,13.6
2012-05-17,13.7
2012-05-18,13.6
2012-05-19,12.1
2012-05-20,12.7
2012-05-21,13.3
2012-05-22,14.2
2012-05-23,15.0
2012-05-24,13.7
2012-05-25,12.0
2012-05-26,13.1
2012-05-27,13.2
2012-05-28,13.3
2012-05-29,11.5
2012-05-30,10.8
2012-05-31,12.0
2012-06-01,16.3
2012-06-02,14.4
2012-06-03,12.9
2012-06-04,13.8
2012-06-05,10.6
2012-06-06,12.6
2012-06-07,13.7
2012-06-08,12.6
2012-06-09,13.1
2012-06-10,15.4
2012-06-11,11.9
2012-06-12,13.8
2012-06-13,14.4
2012-06-14,15.2
2012-06-15,12.5
2012-06-16,12.2
2012-06-17,16.1
2012-06-18,14.6
2012-06-19,11.6
2012-06-20,13.1
2012-06-21,12.8
2012-06-22,15.2
2012-06-23,13.8
2012-06-24,15.0
2012-06-25,13.5
2012-06-26,11.8
2012-06-27,15.3
2012-06-28,13.5
2012-06-29,15.3
2012-06-30,13.8
2012-07-01,15.8
2012-07-02,17.4
2012-07-03,15.3
2012-07-04,14.6
2012-07-05,14.8
2012-07-06,10.7
2012-07-07,11.6
2012-07-08,13.6
2012-07-09,14.4
2012-07-10,11.8
2012-07-11,15.8
2012-07-12,16.0
2012-07-13,11.8
2012-07-14,14.5
2012-07-15,10.7
2012-07-16,14.2
2012-07-17,19.5
2012-07-18,21.4
2012-07-19,17.9
2012-07-20,17.4
2012-07-21,12.7
2012-07-22,13.8
2012-07-23,14.0
2012-07-24,15.0
2012-07-25,14.5
2012-07-26,13.1
2012-07-27,11.4
2012-07-28,12.5
2012-07-29,12.0
2012-07-30,13.4
2012-07-31,14.4
2012-08-01,17.7
2012-08-02,13.9
2012-08-03,13.3
2012-08-04,14.6
2012-08-05,16.4
2012-08-06,16.8
2012-08-07,20.0
2012-08-08,12.5
2012-08-09,12.7
2012-08-10,11.7
2012-08-11,12.7
2012-08-12,8.6
2012-08-13,11.9
2012-08-14,16.0
2012-08-15,15.2
2012-08-16,13.4
2012-08-17,11.6
2012-08-18,11.1
2012-08-19,15.6
2012-08-20,17.0
2012-08-21,18.5
2012-08-22,17.4
2012-08-23,16.5
2012-08-24,16.2
2012-08-25,16.1
2012-08-26,13.2
2012-08-27,18.0
2012-08-28,12.8
2012-08-29,11.7
2012-08-30,16.7
2012-08-31,15.6
2012-09-01,10.2
2012-09-02,10.3
2012-09-03,15.0
2012-09-04,18.0
2012-09-05,13.8
2012-09-06,10.5
2012-09-07,11.8
2012-09-08,7.2
2012-09-09,11.6
2012-09-10,7.4
2012-09-11,14.2
2012-09-12,12.2
2012-09-13,9.0
2012-09-14,12.3
2012-09-15,19.7
2012-09-16,12.8
2012-09-17,12.4
2012-09-18,12.0
2012-09-19,12.0
2012-09-20,11.1
2012-09-21,12.7
2012-09-22,14.2
2012-09-23,11.6
2012-09-24,12.0
2012-09-25,11.5
2012-09-26,8.3
2012-09-27,10.5
2012-09-28,9.0
2012-09-29,6.9
2012-09-30,9.4
2012-10-01,11.1
2012-10-02,9.1
2012-10-03,7.7
2012-10-04,10.0
2012-10-05,10.4
2012-10-06,8.0
2012-10-07,9.8
2012-10-08,12.4
2012-10-09,12.9
2012-10-10,12.3
2012-10-11,6.9
2012-10-12,10.5
2012-10-13,11.0
2012-10-14,9.7
2012-10-15,11.1
2012-10-16,11.5
2012-10-17,13.4
2012-10-18,10.9
2012-10-19,12.0
2012-10-20,12.1
2012-10-21,10.4
2012-10-22,10.0
2012-10-23,9.6
2012-10-24,11.3
2012-10-25,8.5
2012-10-26,6.3
2012-10-27,8.2
2012-10-28,10.7
2012-10-29,10.3
2012-10-30,9.5
2012-10-31,10.9
2012-11-01,10.9
2012-11-02,4.3
2012-11-03,5.2
2012-11-04,11.0
2012-11-05,11.6
2012-11-06,10.6
2012-11-07,9.4
2012-11-08,10.0
2012-11-09,9.6
2012-11-10,9.5
2012-11-11,9.7
2012-11-12,9.6
2012-11-13,7.0
2012-11-14,7.0
2012-11-15,6.8
2012-11-16,6.9
2012-11-17,8.0
2012-11-18,7.6
2012-11-19,8.6
2012-11-20,5.7
2012-11-21,5.5
2012-11-22,5.7
2012-11-23,5.7
2012-11-24,6.6
2012-11-25,6.0
2012-11-26,6.9
2012-11-27,7.7
2012-11-28,8.0
2012-11-29,3.9
2012-11-30,0.8
2012-12-01,2.8
2012-12-02,8.0
2012-12-03,9.8
2012-12-04,11.4
2012-12-05,8.6
2012-12-06,5.2
2012-12-07,6.6
2012-12-08,5.7
2012-12-09,4.6
2012-12-10,5.8
2012-12-11,7.0
2012-12-12,4.8
2012-12-13,4.4
2012-12-14,4.4
2012-12-15,7.9
2012-12-16,10.6
2012-12-17,5.0
2012-12-18,7.6
2012-12-19,9.2
2012-12-20,9.7
2012-12-21,8.8
2012-12-22,6.8
2012-12-23,9.4
2012-12-24,11.0
2012-12-25,2.5
2012-12-26,2.1
2012-12-27,5.4
2012-12-28,6.2
2012-12-29,7.8
2012-12-30,7.4
2012-12-31,9.3
2013-01-01,9.3
2013-01-02,9.5
2013-01-03,8.5
2013-01-04,10.0
2013-01-05,7.7
2013-01-06,9.3
2013-01-07,9.1
2013-01-08,3.5
2013-01-09,3.6
2013-01-10,2.5
2013-01-11,1.7
2013-01-12,2.7
2013-01-13,2.9
2013-01-14,5.3
2013-01-15,7.7
2013-01-16,9.1
2013-01-17,9.4
2013-01-18,7.3
2013-01-19,8.4
2013-01-20,9.2
2013-01-21,6.6
2013-01-22,9.7
2013-01-23,12.4
2013-01-24,10.2
2013-01-25,5.9
2013-01-26,7.1
2013-01-27,7.5
2013-01-28,9.7
2013-01-29,12.2
2013-01-30,5.6
2013-01-31,5.4
2013-02-01,8.3
2013-02-02,10.6
2013-02-03,9.1
2013-02-04,11.3
2013-02-05,10.9
2013-02-06,8.9
2013-02-07,6.3
2013-02-08,9.0
2013-02-09,6.1
2013-02-10,9.1
2013-02-11,9.6
2013-02-12,6.0
2013-02-13,10.0
2013-02-14,11.0
2013-02-15,6.2
2013-02-16,8.3
2013-02-17,11.3
2013-02-18,11.3
2013-02-19,6.7
2013-02-20,6.6
2013-02-21,11.4
2013-02-22,6.9
2013-02-23,10.6
2013-02-24,8.6
2013-02-25,11.3
2013-02-26,12.5
2013-02-27,9.9
2013-02-28,6.9
2013-03-01,5.5
2013-03-02,7.8
2013-03-03,11.0
2013-03-04,16.2
2013-03-05,9.9
2013-03-06,8.7
2013-03-07,10.5
2013-03-08,12.2
2013-03-09,10.6
2013-03-10,8.3
2013-03-11,5.5
2013-03-12,9.0
2013-03-13,6.4
2013-03-14,7.2
2013-03-15,12.9
2013-03-16,12.0
2013-03-17,7.3
2013-03-18,9.7
2013-03-19,8.4
2013-03-20,14.7
2013-03-21,9.5
2013-03-22,7.9
2013-03-23,6.8
2013-03-24,12.6
2013-03-25,5.2
2013-03-26,7.5
2013-03-27,8.7
2013-03-28,7.6
2013-03-29,9.0
2013-03-30,7.2
2013-03-31,10.7
2013-04-01,13.1
2013-04-02,13.9
2013-04-03,10.8
2013-04-04,10.4
2013-04-05,9.1
2013-04-06,16.0
2013-04-07,21.0
2013-04-08,16.2
2013-04-09,8.6
2013-04-10,9.2
2013-04-11,12.5
2013-04-12,9.7
2013-04-13,12.5
2013-04-14,10.3
2013-04-15,12.0
2013-04-16,11.0
2013-04-17,14.8
2013-04-18,15.0
2013-04-19,15.3
2013-04-20,10.3
2013-04-21,10.7
2013-04-22,10.5
2013-04-23,8.9
2013-04-24,8.1
2013-04-25,11.5
2013-04-26,12.8
2013-04-27,9.1
2013-04-28,14.6
2013-04-29,11.6
2013-04-30,11.2
2013-05-01,12.6
2013-05-02,7.5
2013-05-03,11.0
2013-05-04,14.5
2013-05-05,18.5
2013-05-06,15.4
2013-05-07,13.1
2013-05-08,16.3
2013-05-09,20.2
2013-05-10,11.5
2013-05-11,12.4
2013-05-12,10.9
2013-05-13,12.7
2013-05-14,12.2
2013-05-15,12.4
2013-05-16,9.8
2013-05-17,8.5
2013-05-18,14.7
2013-05-19,12.0
2013-05-20,10.3
2013-05-21,11.0
2013-05-22,10.2
2013-05-23,12.6
2013-05-24,11.6
2013-05-25,9.7
2013-05-26,13.4
2013-05-27,10.5
2013-05-28,14.7
2013-05-29,14.6
2013-05-30,14.2
2013-05-31,13.2
2013-06-01,11.7
2013-06-02,17.2
2013-06-03,12.3
2013-06-04,13.8
2013-06-05,15.3
2013-06-06,15.6
2013-06-07,16.2
2013-06-08,16.3
2013-06-09,16.8
2013-06-10,11.0
2013-06-11,8.5
2013-06-12,13.2
2013-06-13,13.0
2013-06-14,12.4
2013-06-15,13.0
2013-06-16,16.6
2013-06-17,12.0
2013-06-18,12.4
2013-06-19,15.0
2013-06-20,11.8
2013-06-21,11.6
2013-06-22,12.2
2013-06-23,13.7
2013-06-24,11.2
2013-06-25,12.4
2013-06-26,11.5
2013-06-27,13.8
2013-06-28,15.7
2013-06-29,12.9
2013-06-30,11.5
2013-07-01,11.0
2013-07-02,12.7
2013-07-03,14.9
2013-07-04,16.5
2013-07-05,12.8
2013-07-06,12.7
2013-07-07,12.7
2013-07-08,11.6
2013-07-09,13.3
2013-07-10,15.2
2013-07-11,16.4
2013-07-12,11.9
2013-07-13,15.1
2013-07-14,10.6
2013-07-15,13.6
2013-07-16,12.1
2013-07-17,16.0
2013-07-18,16.8
2013-07-19,16.6
2013-07-20,15.6
2013-07-21,15.2
2013-07-22,17.7
2013-07-23,21.0
2013-07-24,13.4
2013-07-25,10.5
2013-07-26,9.5
2013-07-27,12.0
2013-07-28,10.4
2013-07-29,11.5
2013-07-30,13.2
2013-07-31,15.0
2013-08-01,14.1
2013-08-02,12.4
2013-08-03,13.4
2013-08-04,12.5
2013-08-05,14.3
2013-08-06,17.6
2013-08-07,10.4
2013-08-08,9.9
2013-08-09,10.2
2013-08-10,11.3
2013-08-11,9.5
2013-08-12,11.8
2013-08-13,11.5
2013-08-14,10.5
2013-08-15,10.8
2013-08-16,13.0
2013-08-17,18.5
2013-08-18,18.7
2013-08-19,15.0
2013-08-20,13.0
2013-08-21,11.3
2013-08-22,13.0
2013-08-23,13.3
2013-08-24,11.0
2013-08-25,10.3
2013-08-26,13.0
2013-08-27,12.3
2013-08-28,15.6
2013-08-29,10.2
2013-08-30,10.8
2013-08-31,12.0
2013-09-01,13.3
2013-09-02,11.7
2013-09-03,12.5
2013-09-04,13.7
2013-09-05,14.9
2013-09-06,20.2
2013-09-07,16.3
2013-09-08,13.9
2013-09-09,10.1
2013-09-10,7.3
2013-09-11,14.0
2013-09-12,17.7
2013-09-13,16.3
2013-09-14,10.6
2013-09-15,9.7
2013-09-16,7.8
2013-09-17,10.4
2013-09-18,10.4
2013-09-19,14.1
2013-09-20,7.1
2013-09-21,8.1
2013-09-22,7.8
2013-09-23,10.6
2013-09-24,9.1
2013-09-25,9.0
2013-09-26,11.9
2013-09-27,17.1
2013-09-28,16.8
2013-09-29,13.5
2013-09-30,11.6
2013-10-01,7.0
2013-10-02,9.7
2013-10-03,9.9
2013-10-04,11.2
2013-10-05,11.3
2013-10-06,11.8
2013-10-07,9.9
2013-10-08,7.1
2013-10-09,9.6
2013-10-10,9.8
2013-10-11,10.6
2013-10-12,12.8
2013-10-13,16.5
2013-10-14,11.7
2013-10-15,12.3
2013-10-16,12.2
2013-10-17,11.8
2013-10-18,10.7
2013-10-19,10.2
2013-10-20,10.0
2013-10-21,8.3
2013-10-22,6.6
2013-10-23,9.5
2013-10-24,12.3
2013-10-25,7.6
2013-10-26,9.3
2013-10-27,5.0
2013-10-28,4.3
2013-10-29,6.4
2013-10-30,10.8
2013-10-31,7.8
2013-11-01,8.5
2013-11-02,9.7
2013-11-03,10.0
2013-11-04,11.0
2013-11-05,10.2
2013-11-06,6.6
2013-11-07,6.1
2013-11-08,5.9
2013-11-09,8.9
2013-11-10,13.0
2013-11-11,12.6
2013-11-12,5.4
2013-11-13,6.0
2013-11-14,7.8
2013-11-15,9.0
2013-11-16,4.2
2013-11-17,3.0
2013-11-18,4.5
2013-11-19,6.2
2013-11-20,11.9
2013-11-21,11.8
2013-11-22,9.4
2013-11-23,9.6
2013-11-24,9.4
2013-11-25,7.0
2013-11-26,8.9
2013-11-27,9.3
2013-11-28,6.8
2013-11-29,7.5
2013-11-30,8.0
2013-12-01,8.3
2013-12-02,2.7
2013-12-03,3.9
2013-12-04,4.1
2013-12-05,5.0
2013-12-06,5.8
2013-12-07,4.4
2013-12-08,4.1
2013-12-09,5.8
2013-12-10,9.1
2013-12-11,7.9
2013-12-12,5.0
2013-12-13,2.8
2013-12-14,4.7
2013-12-15,8.9
2013-12-16,5.4
2013-12-17,7.1
2013-12-18,9.0
2013-12-19,9.4
2013-12-20,6.3
2013-12-21,7.0
2013-12-22,6.4
2013-12-23,6.7
2013-12-24,1.5
2013-12-25,2.9
2013-12-26,4.8
2013-12-27,6.3
2013-12-28,5.7
2013-12-29,7.0
2013-12-30,8.8
2013-12-31,8.7
2014-01-01,9.0
2014-01-02,9.6
2014-01-03,8.0
2014-01-04,8.4
2014-01-05,8.1
2014-01-06,9.0
2014-01-07,5.3
2014-01-08,8.9
2014-01-09,8.7
2014-01-10,4.9
2014-01-11,7.0
2014-01-12,7.5
2014-01-13,7.0
2014-01-14,9.1
2014-01-15,11.8
2014-01-16,9.9
2014-01-17,5.6
2014-01-18,4.2
2014-01-19,4.3
2014-01-20,8.0
2014-01-21,5.1
2014-01-22,9.4
2014-01-23,9.1
2014-01-24,9.7
2014-01-25,10.6
2014-01-26,8.6
2014-01-27,10.1
2014-01-28,11.0
2014-01-29,9.7
2014-01-30,5.0
2014-01-31,6.1
2014-02-01,5.4
2014-02-02,5.8
2014-02-03,7.3
2014-02-04,6.3
2014-02-05,4.8
2014-02-06,7.6
2014-02-07,8.1
2014-02-08,9.5
2014-02-09,10.3
2014-02-10,7.0
2014-02-11,9.0
2014-02-12,10.2
2014-02-13,6.8
2014-02-14,9.3
2014-02-15,9.8
2014-02-16,10.7
2014-02-17,7.8
2014-02-18,9.2
2014-02-19,15.0
2014-02-20,7.8
2014-02-21,5.3
2014-02-22,9.5
2014-02-23,7.6
2014-02-24,14.0
2014-02-25,14.9
2014-02-26,14.9
2014-02-27,19.2
2014-02-28,17.0
2014-03-01,13.0
2014-03-02,11.2
2014-03-03,9.5
2014-03-04,10.3
2014-03-05,9.3
2014-03-06,11.3
2014-03-07,6.5
2014-03-08,12.0
2014-03-09,8.3
2014-03-10,8.7
2014-03-11,8.7
2014-03-12,10.2
2014-03-13,6.9
2014-03-14,4.9
2014-03-15,10.0
2014-03-16,7.6
2014-03-17,14.5
2014-03-18,13.2
2014-03-19,9.9
2014-03-20,10.1
2014-03-21,11.3
2014-03-22,10.4
2014-03-23,10.9
2014-03-24,9.2
2014-03-25,10.5
2014-03-26,11.4
2014-03-27,13.5
2014-03-28,9.8
2014-03-29,13.1
2014-03-30,9.7
2014-03-31,11.4
2014-04-01,9.9
2014-04-02,14.4
2014-04-03,19.0
2014-04-04,23.0
2014-04-05,15.4
2014-04-06,9.6
2014-04-07,10.8
2014-04-08,12.1
2014-04-09,11.0
2014-04-10,12.6
2014-04-11,14.7
2014-04-12,11.1
2014-04-13,10.1
2014-04-14,11.4
2014-04-15,13.0
2014-04-16,11.9
2014-04-17,9.5
2014-04-18,13.5
2014-04-19,15.2
2014-04-20,18.4
2014-04-21,24.1
2014-04-22,14.1
2014-04-23,10.7
2014-04-24,8.7
2014-04-25,13.3
2014-04-26,11.6
2014-04-27,9.9
2014-04-28,10.8
2014-04-29,11.5
2014-04-30,10.0
2014-05-01,13.9
2014-05-02,13.6
2014-05-03,11.9
2014-05-04,11.1
2014-05-05,8.2
2014-05-06,9.4
2014-05-07,12.7
2014-05-08,11.6
2014-05-09,11.0
2014-05-10,11.3
2014-05-11,13.4
2014-05-12,14.9
2014-05-13,15.2
2014-05-14,13.9
2014-05-15,15.0
2014-05-16,16.2
2014-05-17,17.7
2014-05-18,20.5
2014-05-19,14.7
2014-05-20,12.5
2014-05-21,10.9
